Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
75.7,1.9,0.8,2.8,91.9,0.3,0.1,2.1,51.3,48.7,0.6,0.3,14.2,28.1,"     $18,794,244","  $77,887",    241,"          $43,965,694.93","           4,137.9","              $10,625.12","          $47,034,788.31","           4,227.4","              $11,126.17","   4,164",      70,0.6,1.1,0.0,0.0
68.8,1.6,1.0,16.6,78.3,0.1,0.0,2.4,55.9,44.1,3.6,0.8,24.5,42.0,"      $9,092,041","  $83,260",    109,"          $22,629,566.00","           1,244.2","              $18,188.05","          $22,708,432.00","           1,251.5","              $18,144.97","   1,322",      53,2.0,2.6,0.0,0.0
86.6,1.2,4.2,3.5,88.2,0.1,0.2,2.6,51.0,49.0,1.9,0.9,16.5,23.5,"     $19,466,899","  $71,281",    273,"          $46,440,794.00","           3,509.8","              $13,231.75","          $52,653,828.00","           3,590.7","              $14,663.95","   3,515",      83,1.2,1.6,0.0,0.0
68.2,1.7,2.4,5.6,87.6,0.3,0.1,2.4,52.1,47.9,3.3,1.4,20.1,45.9,"      $7,721,372","  $76,449",    101,"          $16,810,879.00","           1,351.3","              $12,440.52","          $18,830,817.55","           1,534.3","              $12,273.23","   1,436",      56,2.2,2.2,0.0,0.0
87.2,1.0,14.7,2.9,76.9,0.2,0.0,4.2,50.7,49.3,12.9,3.7,15.3,22.7,"     $24,712,152","  $74,033",    334,"          $52,379,828.44","           4,425.5","              $11,835.91","          $56,536,546.58","           4,494.6","              $12,578.77","   4,591",      40,0.5,0.4,0.0,0.0
80.2,1.7,0.8,10.4,85.1,0.3,0.1,1.7,50.0,50.0,15.1,7.7,17.1,40.6,"      $9,002,723","  $59,424",    152,"          $23,423,609.01","           1,969.5","              $11,893.18","          $24,749,632.88","           2,010.5","              $12,310.19","   2,022",      48,0.9,1.7,0.0,0.0
64.6,14.9,7.5,39.6,33.6,0.2,0.0,4.1,51.4,48.6,47.6,35.1,19.3,72.5,"    $143,116,198","  $78,256","  1,829","         $336,778,512.28","          24,863.0","              $13,545.37","         $384,930,222.04","          27,906.0","              $13,793.82","  27,370","   1,929",2.8,5.0,0.0,0.0
70.4,2.1,1.8,3.6,91.8,0.4,0.1,0.3,51.3,48.7,3.9,2.2,13.3,31.3,"      $9,175,999","  $71,464",    128,"          $22,779,478.72","           1,943.1","              $11,723.27","          $26,449,957.74","           2,036.7","              $12,986.67","   2,027",      73,2.6,2.1,0.0,0.0
90.4,1.2,25.3,3.2,67.1,0.2,0.0,3.1,50.3,49.7,15.4,0.8,16.4,20.4,"     $14,566,560","  $78,012",    187,"          $39,206,997.00","           2,882.3","              $13,602.68","          $44,631,077.00","           2,987.9","              $14,937.27","   2,931",      29,0.3,0.8,0.0,0.0
80.7,3.7,0.6,1.9,92.9,0.5,0.1,0.1,51.0,49.0,0.8,0.4,20.3,52.7,"      $6,832,826","  $71,398",     96,"          $18,417,242.45","           1,375.0","              $13,394.36","          $19,638,935.95","           1,511.8","              $12,990.43","   1,464",      73,4.1,2.4,0.0,0.0
81.9,1.5,2.4,5.2,88.8,0.1,0.1,1.9,50.6,49.4,5.6,3.1,16.1,43.2,"     $20,346,413","  $63,384",    321,"          $51,605,213.40","           4,046.9","              $12,751.79","          $56,982,676.00","           4,175.5","              $13,646.91","   4,279",     230,4.3,1.9,0.0,0.0
79.7,1.4,1.2,4.1,90.4,0.0,0.1,2.8,52.3,47.7,2.3,0.9,19.3,38.2,"     $11,850,114","  $75,143",    158,"          $29,444,378.36","           2,342.1","              $12,571.79","          $33,262,564.52","           2,511.6","              $13,243.58","   2,438",      32,0.1,1.3,0.0,0.0
86.9,7.6,10.1,12.7,60.8,0.1,0.0,8.6,52.8,47.2,17.1,3.6,20.0,38.9,"     $10,045,048","  $79,282",    127,"          $28,550,305.11","           1,470.3","              $19,418.01","          $31,689,928.11","           1,619.0","              $19,573.77","   1,524",      77,2.5,4.2,0.0,0.0
87.5,1.7,14.2,4.7,76.4,0.2,0.0,2.8,50.3,49.7,10.0,1.9,17.3,22.9,"     $36,734,325","  $79,015",    465,"          $88,382,810.00","           6,169.9","              $14,324.84","          $95,109,234.00","           6,263.2","              $15,185.41","   6,281",     106,0.8,1.1,0.0,0.0
84.2,3.5,10.8,5.1,76.4,0.0,0.2,4.0,49.4,50.6,11.4,4.4,13.9,25.8,"     $22,162,867","  $69,547",    319,"          $60,561,631.70","           5,080.1","              $11,921.35","          $68,448,291.54","           5,231.1","              $13,084.88","   5,139",     105,1.2,1.2,0.0,0.0
81.4,0.8,0.8,3.7,92.4,0.1,0.0,2.0,51.2,48.8,1.3,1.2,18.2,34.3,"     $10,263,114","  $68,013",    151,"          $27,764,093.98","           2,282.1","              $12,166.03","          $29,819,883.62","           2,364.5","              $12,611.50","   2,353",      80,2.2,1.3,0.0,0.0
85.0,2.5,9.5,8.1,76.9,0.3,0.0,2.8,49.8,50.2,14.3,3.1,14.7,26.5,"     $13,257,016","  $75,153",    176,"          $32,524,969.99","           2,569.0","              $12,660.56","          $35,918,502.45","           2,706.6","              $13,270.71","   2,661",      66,1.2,1.8,0.0,0.0
48.7,1.3,0.9,12.9,82.8,0.1,0.1,1.9,55.4,44.6,12.1,1.3,31.6,56.3,"      $7,856,697","  $76,778",    102,"          $19,245,936.00","           1,046.5","              $18,390.77","          $19,264,364.00","           1,048.1","              $18,380.27","   1,039",     124,8.3,5.4,0.0,0.0
55.1,1.8,0.6,5.1,89.8,0.1,0.0,2.6,53.7,46.3,1.7,1.1,26.6,65.1,"      $6,788,008","  $61,878",    110,"          $19,653,583.41","           1,407.1","              $13,967.44","          $23,706,983.66","           1,772.1","              $13,377.90","   1,522",     126,1.2,7.6,0.0,0.1
76.3,4.6,4.4,12.8,72.9,0.3,0.2,4.9,52.7,47.3,14.5,8.2,17.9,49.8,"     $30,262,085","  $76,054",    398,"          $71,282,821.27","           5,785.7","              $12,320.52","          $79,747,260.78","           6,241.4","              $12,777.14","   6,149",     400,3.1,5.1,0.0,0.0
87.2,0.9,3.4,5.0,87.6,0.2,0.0,2.9,50.4,49.6,5.1,3.0,11.6,35.1,"     $11,764,886","  $68,440",    172,"          $29,732,144.00","           2,318.9","              $12,821.66","          $31,953,462.00","           2,392.9","              $13,353.45","   2,419",      84,2.4,1.5,0.0,0.0
78.3,25.4,5.1,5.8,59.7,0.7,0.0,3.2,50.3,49.7,3.0,0.4,16.0,38.9,"      $3,994,802","  $62,811",     64,"           $9,785,048.00",             737.4,"              $13,269.66","          $10,026,884.00",             746.2,"              $13,437.26",     768,      42,0.0,5.5,0.0,0.0
56.7,5.0,2.3,10.7,77.8,0.3,0.2,3.7,52.2,47.8,5.9,3.0,22.8,49.3,"      $8,096,836","  $62,476",    130,"          $21,834,542.00","           1,653.2","              $13,207.44","          $26,371,572.00","           1,946.6","              $13,547.50","   1,755",      60,2.5,1.1,0.0,0.0
77.4,6.8,2.6,7.4,77.7,0.8,0.3,4.4,50.2,49.8,12.6,6.5,14.7,44.9,"     $29,628,831","  $79,370",    373,"          $72,242,394.46","           4,885.5","              $14,787.10","          $82,800,895.32","           5,547.7","              $14,925.27","   5,165",     314,2.0,5.0,0.0,0.0
87.2,7.6,11.9,5.5,71.2,0.4,0.0,3.4,51.3,48.7,11.2,5.1,16.9,30.7,"     $16,444,115","  $78,305",    210,"          $38,302,452.23","           2,532.7","              $15,123.17","          $45,341,396.66","           2,632.2","              $17,225.67","   2,610",      83,1.6,2.1,0.0,0.0
79.6,1.1,2.1,3.3,91.5,0.1,0.2,1.7,51.1,48.9,2.4,0.6,14.3,30.1,"     $10,572,625","  $62,155",    170,"          $27,906,896.91","           2,406.4","              $11,596.95","          $30,568,120.79","           2,557.9","              $11,950.48","   2,484",      99,2.9,1.6,0.0,0.0
72.1,1.3,3.8,3.1,90.2,0.2,0.0,1.4,51.4,48.6,3.4,1.4,16.2,34.0,"     $11,884,010","  $69,701",    171,"          $29,949,725.00","           2,379.2","              $12,588.15","          $32,955,169.00","           2,539.1","              $12,979.07","   2,471",      37,0.0,1.5,0.0,0.0
79.6,3.7,16.7,3.8,70.2,0.1,0.1,5.5,49.6,50.4,18.0,4.1,9.2,19.7,"     $20,486,853","  $82,943",    247,"          $48,719,773.94","           4,190.3","              $11,626.80","          $54,675,498.33","           4,271.8","              $12,799.17","   4,297",      46,0.4,0.7,0.0,0.0
76.2,2.1,1.7,6.6,86.1,0.0,0.1,3.3,52.3,47.7,6.3,2.1,14.5,35.3,"      $8,197,380","  $70,789",    116,"          $22,764,572.69","           1,383.2","              $16,457.90","          $24,238,734.47","           1,492.2","              $16,243.62","   1,426",      59,0.9,3.4,0.0,0.0
87.0,0.6,0.2,0.0,99.1,0.0,0.0,0.2,46.9,53.1,1.8,0.9,19.1,27.8,"      $2,748,743","  $64,373",     43,"           $6,910,202.77",             544.6,"              $12,688.58","           $8,775,932.76",             629.0,"              $13,952.20",     554,      16,1.6,1.3,0.0,0.0
73.9,2.6,2.2,9.0,83.7,0.0,0.1,2.4,51.3,48.7,4.9,2.1,18.4,37.3,"     $20,843,714","  $69,317",    301,"          $53,022,146.61","           4,379.9","              $12,105.79","          $60,313,819.70","           4,597.8","              $13,117.97","   4,549",     135,1.0,2.2,0.0,0.0
79.4,2.3,5.1,3.6,86.7,0.0,0.2,2.0,51.1,48.9,5.1,0.9,18.3,30.4,"     $27,450,277","  $72,620",    378,"          $72,387,742.00","           5,299.9","              $13,658.32","          $81,139,710.00","           5,640.7","              $14,384.69","   5,506",      81,0.0,1.5,0.0,0.0
73.1,0.8,0.7,2.8,93.5,0.0,0.1,2.1,49.4,50.6,2.2,0.3,10.9,22.6,"      $6,806,688","  $75,798",     90,"          $21,307,397.98","           1,169.8","              $18,214.56","          $21,307,397.98","           1,169.8","              $18,214.56","   1,173",      22,1.4,0.9,0.0,0.0
66.4,1.2,0.9,4.2,90.5,0.1,0.0,3.0,50.7,49.3,2.5,1.5,15.0,37.1,"      $8,490,033","  $61,300",    139,"          $21,193,220.00","           1,836.7","              $11,538.75","          $23,613,800.32","           1,934.9","              $12,204.15","   1,903",     115,4.9,2.5,0.0,0.0
66.8,21.4,1.3,7.7,65.0,0.8,0.4,3.4,54.5,45.5,5.0,0.4,22.6,51.8,"      $6,494,561","  $83,157",     78,"          $18,032,830.49",             850.9,"              $21,192.66","          $18,035,980.49",             851.5,"              $21,181.42",     844,      66,0.0,7.8,0.0,0.0
71.6,34.5,8.6,40.4,13.6,0.3,0.2,2.4,51.9,48.1,46.3,29.9,19.5,85.2,"    $367,109,839","  $91,661","  4,005","       $1,083,170,975.05","          56,476.6","              $19,179.11","       $1,241,123,771.51","          64,626.7","              $19,204.50","  57,592","   3,378",0.6,5.5,0.0,0.0
76.0,1.1,1.7,3.2,88.9,0.3,0.0,4.7,50.7,49.3,0.7,0.1,13.4,34.0,"     $11,118,328","  $70,817",    157,"          $29,479,764.34","           2,037.5","              $14,468.60","          $32,814,386.50","           2,224.1","              $14,754.01","   2,178",     149,6.1,2.3,0.0,0.0
84.3,5.4,11.5,3.7,78.1,0.1,0.0,1.2,50.7,49.3,8.2,3.0,20.3,37.1,"     $28,844,997","  $69,673",    414,"          $69,173,106.67","           5,701.4","              $12,132.65","          $75,927,365.72","           5,810.4","              $13,067.49","   5,802",      70,0.0,1.2,0.0,0.0
74.4,3.2,1.3,2.6,89.2,0.0,0.0,3.6,52.1,47.9,2.1,1.6,14.9,30.2,"     $25,170,352","  $78,904",    319,"          $61,310,623.00","           5,386.0","              $11,383.33","          $67,956,106.00","           5,618.1","              $12,095.92","   5,546",     154,1.5,1.7,0.0,0.0
67.0,0.9,1.3,3.5,93.1,0.2,0.0,0.9,27.9,72.1,2.0,0.0,8.4,31.7,"      $2,184,698","  $63,509",     34,"           $8,844,963.84",             446.6,"              $19,805.11","           $8,845,822.34",             446.6,"              $19,807.04",     452,      12,0.9,2.0,0.0,0.0
53.2,3.5,0.4,5.1,88.2,0.4,0.0,2.5,58.1,41.9,2.7,0.5,16.5,43.7,"      $7,844,069","  $78,206",    100,"          $22,989,876.68","           1,279.5","              $17,967.86","          $23,011,976.68","           1,283.9","              $17,923.50","   1,298",     157,10.8,2.3,0.0,0.0
71.5,54.9,2.4,14.4,23.5,0.4,0.2,4.1,51.2,48.8,36.1,20.0,13.2,84.2,"     $95,302,792","  $83,847","  1,137","         $226,106,824.78","          16,745.1","              $13,502.87","         $245,661,441.65","          17,397.6","              $14,120.42","  17,988","   2,472",6.5,11.1,0.0,0.0
84.2,6.1,18.2,9.8,57.2,0.0,0.1,8.6,50.2,49.8,30.4,9.0,16.5,33.5,"     $50,600,892","  $93,213",    543,"         $121,245,291.73","           7,268.6","              $16,680.69","         $126,997,190.73","           7,344.8","              $17,290.76","   7,576",      88,0.5,0.8,0.0,0.0
89.2,4.9,13.9,3.9,73.5,0.5,0.1,3.2,51.4,48.6,12.8,2.4,13.2,25.3,"     $26,519,317","  $87,264",    304,"          $57,456,902.08","           3,545.0","              $16,207.87","          $64,482,437.83","           3,643.0","              $17,700.37","   3,697",      58,0.9,1.0,0.0,0.0
80.0,28.8,12.2,13.9,38.0,0.5,0.2,6.3,50.6,49.4,27.0,5.2,20.9,56.2,"     $48,949,667","  $80,024",    612,"         $163,097,594.23","           6,364.2","              $25,627.35","         $188,030,670.47","           6,922.4","              $27,162.64","   6,661",     320,2.5,2.9,0.0,0.0
81.8,9.7,8.7,3.4,74.5,0.1,0.1,3.5,49.6,50.4,3.5,1.4,14.1,26.3,"     $18,009,107","  $74,729",    241,"          $42,832,525.00","           3,230.6","              $13,258.38","          $47,410,063.00","           3,317.5","              $14,290.90","   3,349",      91,1.5,1.7,0.0,0.0
40.3,4.7,0.8,8.9,79.8,1.8,0.0,4.0,59.8,40.2,1.8,1.7,24.0,54.1,"      $4,987,268","  $71,044",     70,"          $14,829,946.76",             638.9,"              $23,211.69","          $14,829,946.76",             638.9,"              $23,211.69",     671,      78,5.2,8.2,0.0,0.0
73.9,1.6,0.1,0.8,96.6,0.1,0.2,0.6,52.0,48.0,0.2,0.1,16.8,34.1,"      $8,757,229","  $65,110",    135,"          $22,121,154.64","           1,763.3","              $12,545.32","          $23,722,500.64","           1,812.0","              $13,091.89","   1,850",     100,3.7,3.4,0.0,0.0
82.9,0.8,0.9,2.6,92.9,0.1,0.0,2.7,51.4,48.6,0.7,0.4,13.9,41.5,"      $9,673,141","  $66,942",    145,"          $26,748,351.45","           1,730.1","              $15,460.58","          $27,879,116.25","           1,886.8","              $14,775.87","   1,808",      96,4.1,2.4,0.0,0.0
87.6,3.6,11.0,3.3,80.0,0.3,0.1,1.7,51.1,48.9,8.9,2.1,15.9,23.7,"     $25,399,363","  $70,730",    359,"          $58,094,103.81","           5,066.3","              $11,466.77","          $66,094,946.81","           5,314.6","              $12,436.49","   5,306",      55,0.6,0.5,0.0,0.0
69.4,7.1,1.9,82.1,7.8,0.3,0.0,0.8,51.5,48.5,80.1,18.9,12.7,88.2,"     $27,031,542","  $65,436",    413,"          $77,525,958.49","           6,057.7","              $12,797.92","          $91,345,319.76","           6,659.8","              $13,715.93","   6,636",     570,2.5,7.5,0.0,0.0
73.2,2.9,1.9,31.9,60.2,0.1,0.2,2.8,52.0,48.0,13.4,4.5,17.9,68.4,"     $38,822,323","  $62,596",    620,"         $101,421,646.56","           7,590.9","              $13,360.95","         $106,686,876.63","           7,921.4","              $13,468.18","   8,234",     975,7.2,7.7,0.0,0.0
70.4,4.3,1.9,21.6,71.0,0.1,0.0,1.2,53.4,46.6,20.4,7.7,19.6,57.2,"      $8,847,829","  $68,165",    130,"          $20,667,888.48","           1,895.4","              $10,904.24","          $26,755,982.02","           2,214.5","              $12,082.18","   2,005",     111,2.5,3.8,0.0,0.0
89.7,5.6,8.6,2.8,81.1,0.2,0.0,1.8,47.2,52.8,4.9,1.1,19.2,22.8,"      $9,070,690"," $100,008",     91,"          $23,042,901.85","           1,228.3","              $18,759.99","          $26,177,435.59","           1,280.3","              $20,446.33","   1,250",      15,0.1,1.1,0.0,0.0
78.7,1.4,2.6,5.2,88.3,0.2,0.1,2.2,51.5,48.5,2.1,1.0,17.7,32.2,"     $20,020,598","  $75,124",    267,"          $45,936,852.85","           3,640.3","              $12,618.97","          $51,274,124.73","           3,763.2","              $13,625.14","   3,802",     139,0.9,3.3,0.0,0.0
81.7,1.8,3.2,2.0,90.5,0.2,0.1,2.2,51.8,48.2,5.6,2.5,12.8,32.5,"     $19,368,483","  $69,098",    280,"          $42,374,345.91","           3,726.7","              $11,370.47","          $45,390,911.21","           3,785.5","              $11,990.73","   3,857",     149,3.4,1.0,0.0,0.0
75.5,7.2,3.0,11.5,74.7,0.2,0.0,3.4,52.2,47.8,11.7,4.6,20.7,42.4,"     $17,138,076","  $74,937",    229,"          $42,796,948.44","           2,748.9","              $15,568.75","          $48,261,858.22","           2,854.7","              $16,906.11","   2,888",      98,0.8,2.9,0.0,0.0
71.6,6.8,2.2,8.6,74.8,2.1,0.0,5.6,51.1,48.9,12.1,8.0,16.2,52.5,"     $20,418,140","  $67,298",    303,"          $50,536,019.37","           2,965.3","              $17,042.46","          $58,070,878.04","           3,529.3","              $16,453.94","   3,214",     144,2.3,3.3,0.0,0.0
77.1,0.9,1.2,3.5,91.5,0.0,0.0,2.9,53.5,46.5,1.1,0.2,13.8,26.5,"     $14,810,375","  $68,950",    215,"          $35,329,465.59","           2,980.7","              $11,852.74","          $38,724,507.59","           3,025.2","              $12,800.64","   3,069",      91,1.9,1.6,0.0,0.0
84.0,0.3,1.4,1.9,94.6,0.1,0.1,1.6,50.5,49.5,0.3,0.1,15.7,27.1,"      $6,680,406","  $66,340",    101,"          $16,104,977.08","           1,595.7","              $10,092.73","          $17,552,477.45","           1,667.3","              $10,527.49","   1,642",      24,0.5,1.0,0.0,0.0
87.9,2.5,6.2,2.0,87.0,0.0,0.0,2.4,50.6,49.4,2.4,0.5,15.1,18.4,"      $9,364,218","  $90,476",    104,"          $20,331,254.00","           1,163.1","              $17,480.23","          $21,171,361.00","           1,199.5","              $17,650.16","   1,182",       9,0.3,0.5,0.0,0.0
81.3,3.9,4.9,6.0,83.8,0.1,0.1,1.2,51.7,48.3,3.6,1.0,13.7,33.9,"     $14,485,851","  $68,201",    212,"          $38,347,059.96","           3,793.4","              $10,108.89","          $43,818,165.00","           4,017.3","              $10,907.37","   3,923",     141,0.8,3.2,0.0,0.0
80.5,1.2,0.0,5.4,90.0,0.1,1.5,1.8,49.7,50.3,5.5,2.0,12.6,32.3,"     $18,123,040","  $66,263",    274,"          $43,338,271.84","           4,046.0","              $10,711.39","          $47,165,526.86","           4,138.2","              $11,397.59","   4,191",     232,5.0,1.9,0.0,0.0
91.9,0.6,1.2,1.2,94.7,0.1,0.0,2.2,51.6,48.4,0.4,0.2,13.1,17.3,"     $17,201,323","  $73,510",    234,"          $39,445,558.46","           3,235.8","              $12,190.36","          $41,654,151.45","           3,276.8","              $12,711.84","   3,302",      33,0.2,0.8,0.0,0.0
77.3,1.9,0.4,1.2,94.3,0.1,0.2,1.9,49.8,50.2,0.7,0.5,16.0,27.9,"      $9,018,277","  $69,478",    130,"          $21,416,853.00","           2,290.1","               $9,351.93","          $24,422,782.00","           2,365.9","              $10,322.83","   2,347",      27,0.0,1.2,0.0,0.0
